,-0.99931637,-0.89416256,-0.78900875,-0.68385494,-0.57870113,-0.47354732,-0.3683935,-0.26323969,-0.15808588,-0.05293207,0.05222174,0.15737556,0.26252937,0.36768318,0.47283699,0.5779908,0.68314462,0.78829843,0.89345224,0.99860605,cluster_label,points
1,-5.689095259018962,-5.535523010669961,-5.576266222964161,-4.976354517576641,-4.273979935550411,-2.2110965085254612,-1.4406612875452414,-1.0368198059032614,0.1136499869929593,0.4700574862853826,0.7187206709214825,1.2386867156695984,1.6814461788696085,2.0205583694099287,3.2506027654559184,4.0516201478694684,4.635940395490539,4.606188468197939,3.916920035025528,4.035405327565749,0,"[-5.689095259018962, -5.535523010669961, -5.576266222964161, -4.976354517576641, -4.273979935550411, -2.2110965085254612, -1.4406612875452414, -1.0368198059032614, 0.1136499869929593, 0.4700574862853826, 0.7187206709214825, 1.2386867156695984, 1.6814461788696085, 2.0205583694099287, 3.2506027654559184, 4.0516201478694684, 4.635940395490539, 4.606188468197939, 3.916920035025528, 4.035405327565749]"
21,-0.8393308326912102,0.24330120144524564,0.3155378106065526,0.22898594397483862,0.1743680215929516,0.4129000050987246,0.1935962276134096,0.23639800629883762,0.31078429866221957,0.18119458066343264,0.22920950160602863,0.24932744845149862,-0.0009243203377743833,-0.005556225274311674,-0.06220249312772487,-0.0046597614003400945,-0.15034032455296636,0.06814393425565353,-0.8169920213236063,-0.9637410015614594,1,"[-0.8393308326912102, 0.24330120144524564, 0.3155378106065526, 0.22898594397483862, 0.1743680215929516, 0.4129000050987246, 0.1935962276134096, 0.23639800629883762, 0.31078429866221957, 0.18119458066343264, 0.22920950160602863, 0.24932744845149862, -0.0009243203377743833, -0.005556225274311674, -0.06220249312772487, -0.0046597614003400945, -0.15034032455296636, 0.06814393425565353, -0.8169920213236063, -0.9637410015614594]"
41,-0.5293428604484196,0.5179719538210383,0.4808801797666904,0.5536544017686165,0.49981620542232835,0.6192982903436743,0.28305631106201457,0.2720772752929433,0.3233178899726894,0.247056785095582,0.20315731261101136,0.2183582823136556,-0.048844682103116654,-0.14917237558944463,-0.30444464038130065,-0.3194986766559936,-0.5962099085560117,-0.37919266661819667,-0.9976043892533206,-0.8943346878644405,1,"[-0.5293428604484196, 0.5179719538210383, 0.4808801797666904, 0.5536544017686165, 0.49981620542232835, 0.6192982903436743, 0.28305631106201457, 0.2720772752929433, 0.3233178899726894, 0.247056785095582, 0.20315731261101136, 0.2183582823136556, -0.048844682103116654, -0.14917237558944463, -0.30444464038130065, -0.3194986766559936, -0.5962099085560117, -0.37919266661819667, -0.9976043892533206, -0.8943346878644405]"
61,0.10264371448932921,0.6700306869400351,0.6372399930996663,0.5381843970005081,0.39975822552376816,0.3769391974114972,0.08909085351154819,0.12071265385608818,0.16773492473822313,0.14228782699080225,0.07407678524446018,0.06683798959977319,-0.097977531421522,-0.2407177039501372,-0.3653435491826228,-0.3384655840073478,-0.5146063220951308,-0.23015601337387281,-0.6767315419942268,-0.921539002380838,1,"[0.10264371448932921, 0.6700306869400351, 0.6372399930996663, 0.5381843970005081, 0.39975822552376816, 0.3769391974114972, 0.08909085351154819, 0.12071265385608818, 0.16773492473822313, 0.14228782699080225, 0.07407678524446018, 0.06683798959977319, -0.097977531421522, -0.2407177039501372, -0.3653435491826228, -0.3384655840073478, -0.5146063220951308, -0.23015601337387281, -0.6767315419942268, -0.921539002380838]"
81,-9.0276922034581,-9.186486211727622,-8.180078612843051,-7.728777231889261,-7.113442965200083,-3.4839447200025613,-2.381757658716471,-1.862238611440941,-1.073750601662244,-0.4352020746107191,0.30147548251647893,1.5452331646720987,2.654283063934409,3.508884908698279,4.79785347487786,6.2836842968754,7.382759217058618,7.9281830207306285,8.315225276971029,7.755788985216247,0,"[-9.0276922034581, -9.186486211727622, -8.180078612843051, -7.728777231889261, -7.113442965200083, -3.4839447200025613, -2.381757658716471, -1.862238611440941, -1.073750601662244, -0.4352020746107191, 0.30147548251647893, 1.5452331646720987, 2.654283063934409, 3.508884908698279, 4.79785347487786, 6.2836842968754, 7.382759217058618, 7.9281830207306285, 8.315225276971029, 7.755788985216247]"
101,-0.1387794975394195,0.016311337534589493,0.1915393523515015,0.0812042737955902,-0.0863084787895825,0.3461280237387385,0.07888407815192999,0.1570278818685984,0.1850401790559571,0.0980439900153212,0.0864013993027422,0.20901459477776801,0.22128187998343551,0.135448905656256,-0.0649055383421305,-0.1862237951719465,-0.39644698210022467,0.010584842472509487,-0.3311510179233714,-0.6130954288382625,1,"[-0.1387794975394195, 0.016311337534589493, 0.1915393523515015, 0.0812042737955902, -0.0863084787895825, 0.3461280237387385, 0.07888407815192999, 0.1570278818685984, 0.1850401790559571, 0.0980439900153212, 0.0864013993027422, 0.20901459477776801, 0.22128187998343551, 0.135448905656256, -0.0649055383421305, -0.1862237951719465, -0.39644698210022467, 0.010584842472509487, -0.3311510179233714, -0.6130954288382625]"
121,2.6150462883857655,3.7309222981133456,3.480866923181736,3.438184984356226,2.717505324670306,1.9054023133425155,1.2616732392567735,1.0597786343832607,0.7910063859042527,0.4399131553214027,-0.3202708297187443,-0.6911096777761042,-1.2076161242490344,-1.538548109608524,-1.8496137603554943,-2.4420082424479843,-2.8711673532328446,-3.340411185242334,-3.883168672636864,-3.2963855916476543,1,"[2.6150462883857655, 3.7309222981133456, 3.480866923181736, 3.438184984356226, 2.717505324670306, 1.9054023133425155, 1.2616732392567735, 1.0597786343832607, 0.7910063859042527, 0.4399131553214027, -0.3202708297187443, -0.6911096777761042, -1.2076161242490344, -1.538548109608524, -1.8496137603554943, -2.4420082424479843, -2.8711673532328446, -3.340411185242334, -3.883168672636864, -3.2963855916476543]"
141,2.836239141301243,3.726488943805873,3.621677398362643,3.565973997061243,3.031943803932373,2.323983167433613,1.803439031401624,1.607065385203384,1.1448251941557062,0.7922307708796361,-0.17327684216064698,-0.601017392861517,-1.098688327609337,-1.751090405127957,-2.0253157426743975,-2.7559987376888975,-3.3676283366432176,-3.8494296866239064,-4.502987988035818,-4.328433374111647,1,"[2.836239141301243, 3.726488943805873, 3.621677398362643, 3.565973997061243, 3.031943803932373, 2.323983167433613, 1.803439031401624, 1.607065385203384, 1.1448251941557062, 0.7922307708796361, -0.17327684216064698, -0.601017392861517, -1.098688327609337, -1.751090405127957, -2.0253157426743975, -2.7559987376888975, -3.3676283366432176, -3.8494296866239064, -4.502987988035818, -4.328433374111647]"
161,-11.042789252395062,-11.078403982904764,-9.917445673106862,-9.146618867245593,-8.139058798165603,-4.012291404637234,-2.7679780753686636,-1.9809598424902835,-0.8035449840609437,0.026533639947685428,0.5481801773388024,1.7961396091689563,2.795588119484396,3.5993115642552063,5.078922479636156,7.383741009259346,8.810089359050057,9.391553128455248,10.049740633838496,9.409291159940677,0,"[-11.042789252395062, -11.078403982904764, -9.917445673106862, -9.146618867245593, -8.139058798165603, -4.012291404637234, -2.7679780753686636, -1.9809598424902835, -0.8035449840609437, 0.026533639947685428, 0.5481801773388024, 1.7961396091689563, 2.795588119484396, 3.5993115642552063, 5.078922479636156, 7.383741009259346, 8.810089359050057, 9.391553128455248, 10.049740633838496, 9.409291159940677]"
